headline	dominant_emotion
“I’m an Outsider on the Inside”: An Interview with Bruce Davidson	0
Another vulnerable House Republican heads for the exit rather than run in 2020	0
Brian Williams Interrupts Barr Hearing to Call Lindsey Graham a Liar	0
Jalen Rose Has a Problem with Basketball Analytics	0
Eiffel Tower closed after man tries to climb Paris landmark	0
The Unmaking of the British Working Class	0
Michelle Obama's Ex-Chief Of Staff Admits She Did Try To Intervene In Smollett Investigation	0
Trump warns China may delay trade deal to after US election	0
USA Today Sports Attacks on 'Raging' Trump Appear To Be Coordinated Media Campaign	0
Trump account mocked over pushback to Meghan Markle 'nasty' reports	0
Elephant in 'bad mood' joins commute in Chinese town	0
The Stock Market Intrudes on the Alternate Reality of Trump’s Trade War	0
Mike Pence’s reply to Pete Buttigieg ignores the brutality of anti-LGBTQ policies	0
Man accused of marrying 4 women pleads guilty	0
Busy Philipps on abortion: ‘Women have held on to a lot of this shame’	0
Putin, Xi, Assad, and Maduro vs. the American Hegemon	0
U.S. judge suspends Blackstone lawsuit against Italy’s RCS over Milan HQ	0
Radical Islamists Have Opened a New Front in Mali	0
White House effort to stop visa overstays targets nations with few offenders	0
Young Texas brothers killed in violent storms identified	0
Iraq, Lebanon to stay away from Mideast peace conference	0
Head of Program Profiling Muslims in Chicago Steps Down Amid Pressure	0
Barr makes no apology for handling of special counsel report	0
We Should Repeal The Death Penalty, But Not For The Reasons You Think	0
and#039;He Was Her Flight Angeland#039;: Man Comforts 96-Year-Old Woman Who Is Terrified To Fly	0
Facebook Co-Founder Calls Its Cryptocurrency Plans ‘Frightening’	0
Tariffs Hit Steel and Aluminum Over a Year Ago and They Haven't Boosted Consumer Prices	0
The “blood” in the Impossible Burger is a horror show	0
Mueller Report Proves Russian Collusion Claim Is a Hoax	0
Ari Fleischer Lied, and People Died	0
Fox News Chyron Calls El Salvador, Guatemala And Honduras 'Mexican Countries'	0
SCHACHTEL: Trump Needs To Confront The Qatari Emir On His Terrorist Best Friend	0
Lena Headey on How a Deleted Game of Thrones Scene Could’ve Changed Cersei’s Story	0
The IRS is about to limit those SALT caps	0
Nestle switches delivery model for some U.S. frozen foods, cuts 4,000 jobs	0
The Blob Lashes Out At Critics of Endless War	0
Saudi Arabia executes 37 prisoners for terrorism crimes	0
Investing in wine: the end of the Burgundy bubble	0
Detective who preached gay people are 'worthy of death' having cases reviewed for bias	0
Family of toddler who fell from cruise ship grapples with 'unfathomable' loss	0
If Comey Is Not Lying Then He Just Outed Australians for Using Mifsud to Entrap Papadopoulos	0
The Ivory Tower team of wonks behind Warren’s policy agenda	0
Earthquake: 4.2 quake strikes near Ridgecrest, Calif.	0
Wasserman Schultz: No Surprise Trump 'Coddling' Acosta Who Protected Sexual Predator Epstein	0
Florida trooper had sex with 14-year-old girl in the back of his car: authorities	0
Workplace Overdoses on the Rise, New Study Says	0
No surprise: States with the most guns have highest rates of domestic violence gun deaths	0
Some Mad, Bad News: Big Oil Is Actively Involved in Climate Talks	0
Synagogue Shooters Have Trump Hatred in Common	0
Sri Lanka Blames Easter Bombings On Local Jihadis	0
Target upgraded to equal weight at Morgan Stanley	0
William Barr just threw Donald Trump under the bus	0
Vaping: the astonishing surge in e-cigarette use	0
AOC's Chief of Staff Likens Moderate Democrats to Jim Crow Supporters	0
What It's Like to Go Through a Gang Initiation	0
14 sailors killed in submarine fire laid to rest in Russia	0
Afghan women push for voice in talks, fearing loss of rights	0
Here is what war with Iran would look like	0
Classmates Say Dayton Shooter Kept 'Hit List,' 'Rape List' In High School	0
Baton Rouge man arrested in child pornography probe; 100-plus images found, officials say	0
This Republican lawmaker actually just called out Trump’s racism	0
Rep. Matt Gaetz allegedly hit by former rival in ‘milkshaking’ incident	0
New Zealand Shooting Referenced in New Series of Anti-Muslim Attacks	0
Plan to rename LA Memorial Coliseum in question after United Airlines balks at proposed revision	0
‘No kidding’! John Dean helpfully points out why ‘facts’ are NOT a priority at House Judiciary Dems’ hearing	0
Cyclone Idai: 'People didn't stand a chance'	0
Mueller Refused To Deny His Team Leaked Roger Stone’s FBI Raid To CNN	0
Yemen Hospital Reportedly Hit By Airstrike, Killing At Least 7	0
Rafters accidentally plunge over waterfall in Pennsylvania	0
Trump inching toward an intel apparatus that believes his false ‘wire tapping’ claim after DNI pick accuses Obama administration of committing crimes	0
Jealous Massachusetts teen found guilty of killing, beheading classmate	0
Jacinda Ardern Has Rewritten the Script for How a Nation Grieves After a Terrorist Attack	0
What the French Revolution teaches us about the dangers of gerrymandering	0
Introducing Platelet-Rich Plasma (PRP) Skin Rejuvenation and PRP Hair Restoration in East Syracuse, NY at CNY Cosmetic & Reconstructive Surgery	0
Boston Dynamics To Start Selling Creepy Robot Dogs	0
Jordan Klepper, Wyatt Cenac, and the Citizen Journalism of Class Clowns Made Good	0
McConnell Challenger Video Missing Marine, DoD Endorsement Disclaimer	0
Utah Karaoke and Ax-Throwing Bars Are Using Pool Tables To Circumvent Stupid Liquor Laws	0
Live Briefing: Sri Lanka Bombings Live Updates: ISIS Claims Responsibility, and President Pledges Security Shake-Up	0
Kellyanne Conway’s Irish Ancestors Were the Enemy When Donald Trump’s Dad Was Arrested at a Klan Riot in 1927	0
Theresa May Tells MPs She Will Resign As PM After Brexit	0
Iran Still Doesn’t Want an Escalation	0
CNN's Cooper: Trump's 'Cruelty' Is 'Not a Bug of the System, It’s a Feature'	0
Sri Lanka updates: President Trump pledges US support; death toll rises	0
First Photographs From Inside Fire-Ravaged Notre Dame Reveal Heartbreak And Hope	0
Media Lies About Trump To Cover Up The Brutal Reality Of Late-Term Abortion	0
Pop Star Halsey: I Was on the Verge of Prostitution Before Fame	0
The Criminalization of Women’s Bodies Is All About Conservative Male Power	0
Doris Day, legendary singer and actress, dies at 97	0
Maximum Security owner calls Kentucky Derby disqualification 'egregious,' contemplates appeal	0
Board president threatens to yank management contract for Advantage charter school in Baker	0
At least 18 injured in shooting at Walmart in El Paso	0
Nissan Is Cutting 12,500 Jobs; Latest Sign Of Trouble For The Auto Industry	0
Vox Sentences: Black churches are burning	0
Former Bush adviser: Senate should reject Stephen Moore	0
Today’s back pages: Maestro Messi is from another planet as Liverpool are floored	0
Conway doesn’t contradict McGahn’s testimony but still casts some doubt	0
Poll: Democrats Increasingly Think DOJ Meddled in Mueller Probe	0
UN: 2 million Somalis could die of starvation amid drought	0
Police find body in search for missing zoology graduate Rosie Johnson six days after disappearance	0
Credit standards for leveraged loan to corporations has deteriorated, Fed says	0
Baby girl found alive inside plastic bag	0
Ninth Circuit Temporarily Permits Trump Administration’s ‘Wait-In-Mexico’ Policy To Remain In Place	0
Good News! Only 25 Percent of the Rich Are Assholes.	0
Crooked mechanic and eBay seller are jailed for repairing wrecked top-of-the-range BMWS	0
The Electoral College Was Not a Pro-Slavery Ploy	0
Al Qaeda’s Master Terrorists Are Still on Facebook and YouTube	0
San Andreas fault is a 730-mile monster. Ridgecrest earthquake was a tiny taste of the possible destruction	0
Beto O’Rourke wouldn’t get rid of just the existing border wall, but maybe the citizenship test too	0
Hillary Clinton and Lanny Davis Tried to Establish a Secret Back Channel to Israel, Classified Emails Reveal	0
Trump Does an About-Face on Pakistan—and Blunders Into the Kashmir Dispute	0
Liar Michael Cohen Starts Prison Sentence Tomorrow	0
Trump Gets an ‘F’ for Libya	0
Most Americans Don’t Support Higher Defense Spending	0
Iranians manage to surf the web despite tide of censorship	0
Video Game Reviewer Turns in Sexist Troll—to His Mom	0
FAA Prohibits Operators From Flying Over Some Iran-Controlled Airspace	0
Pound falls to lowest level in 27 months amid no-deal panic	0
22 Years After Bestselling ‘I Kissed Dating Goodbye,’ Joshua Harris Leaves His Wife And Faith	0
Quote of the Day: DHS Is On the Chopping Block	0
Karen Pence insists Pete Buttigieg misunderstands her family's religious beliefs	0
The Intellectual Assault On Our National Identity	0
NJ Millionaires Tax Has No Chance, Top Lawmaker Says	0
Mueller shuns spotlight, but says probe didn’t ‘exonerate’ Trump	0
Surprise! Dems still jumping into the 2020 sweepstakes despite Biden’s entry	0
The Kansas Supreme Court Just Upheld the Right to Abortion	0
War With Iran Would Be Even More Disastrous Than Iraq	0
The Tiger Who Came To Tea author Judith Kerr dies	0
Marine Le Pen claims to have been tricked into preforming white-power salute	0
5 gang members convicted in Atlanta’s ‘most brutal murder’	0
Pro-Brexit troll threatened to send Tory MP Nicky Morgan to the burns unit	0
Syrian troops take village in last rebel stronghold	0
Holy hypocrisy, Batman! Alyssa Milano defends ‘super-affectionate’ Joe Biden, confesses to some problematic behavior of her own	0
8 things to know about tourist deaths in the Dominican Republic	0
Malaria is fighting back against efforts to eliminate it	0
The Most Unpopular Presidential Election Winner Ever Could Win Again in 2020	0
Director Ava DuVernay: Trump contributed to 'environment' around 1994 crime bill	0
Huawei can draw little comfort from White House reprieve	0
Hal Prince, Transformational Broadway Producer And Director, Has Died	0
Accused Utrecht Shooter Admits Guilt, Faces Terror-Related Charges: Dutch Prosecutors	0
Federal Agents Storm Venezuelan Embassy, Arrest Protesters	0
Mueller punted big questions to a Congress ill-equipped to deal with them	0
College Kowtows to Students Saying ‘Free Speech Harms’	0
Right-Wing Terrorism Could Get Even Worse After Trump	0
The Balkan Wars Created a Generation of Christian Terrorists	0
Oklahoma flooding sweeps home into river	0
Missouri Denies License Renewal for Lone Abortion Clinic	0
The Serial Golf Cheat in the White House	0
Trump announces US ambassador to run for Tennessee Senate	0
These Otters Are Popular Pets in Asia. That May Be Their Undoing.	0
'Biggest Fight Is Against The Clock' As Death Toll Rises From Cyclone Idai	0
Claiming Racism, Illinois Democrat Cancels Local Civil War Re-Enactment	0
Crypto miner Bitmain’s IPO plans at risk of being shelved	0
Ocasio-Cortez peddles extreme fear over climate change, despite facts from scientists	0
US Says Venezuelan Plane Aggressively Shadowed a US Military Aircraft	0
Mueller’s Willing to Testify, but Trump DOJ Is Holding It Up: Dems	0
New Mexico city asks for donations after more migrants dropped off	0
A militia group is detaining migrants at the US-Mexico border	0
Booker: Trump 'Is Worse Than a Racist' -- Similar to George Wallace	0
Nordea Bank says its CEO will retire by end-2020	0
Bust of King Tut That Egypt Says Was Stolen Sells for $6 Million at Christie’s in London	0
The El Paso and Dayton shootings weren’t an aberration. They were a statistical certainty.	0
May warned indicative votes will leave UK with 'Auf Wiedersehen Pet' Brexit that 'no one wants'	0
Veteran journalist writes horrifying account of Donald Trump raping her 23 years ago	0
The Last Time There Was This Much CO2, Trees Grew at the South Pole	0
FRANKEL: Reflecting Upon Passover, We Jews Need To Make An Exodus Of Our Own	0
The Judge and the Three-Strikes Convict	0
Pelosi, AOC Clash over Reach of Progressives’ Influence	0
Donald Trump comes crashing down from his “total exoneration” high	0
Parents of South Australian girl killed when Lamborghini careered onto a footpath mourn	0
UK police warning to media over diplomat’s leaked memos stirs anger	0
Iran fails in attempt to ‘impede’ British oil tanker	0
Key Moments From Robert Mueller’s Congressional Testimony	0
My Time Covering the Story of Charlene Downes, the Teenager 'Who Ended Up in a Kebab'	0
Liberal Entrepreneur Gary Vee Scared of ‘Massive Entitlement’ Ideas	0
Japan-South Korea feud threatening global chip supply	0
A Nasty Swine Flu in China Means Big Trouble for US Farmers	0
CannTrust downgraded to underperform from buy at BofA Merrill Lynch	0
